duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,count,srv_count,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,label,attack_type
6.32,1065,1104,0,0,0,1,0,1,0,40,34,0.022,0.048,0.817,0.095,240,142,0,normal
1.38,1252,826,0,0,0,0,0,1,0,32,39,0.018,0.02,0.823,0.023,103,76,0,normal
1.65,1795,840,0,0,0,1,0,1,0,47,48,0.019,0.014,0.838,0.072,103,66,0,normal
0.02,133,68,0,0,0,0,0,0,0,181,13,0.179,0.554,0.059,0.819,26,8,1,probe
2.28,2055,1264,0,0,0,1,0,1,0,38,25,0.041,0.048,0.984,0.037,237,71,0,normal
2.67,1051,1306,0,0,0,3,0,1,0,29,20,0.043,0.02,0.971,0.069,213,245,0,normal
1.61,1364,986,0,0,0,4,0,1,0,46,31,0.031,0.034,0.967,0.02,117,229,0,normal
4.41,1508,688,0,0,0,3,0,1,0,18,9,0.008,0.023,0.824,0.077,237,168,0,normal
5.32,1908,1422,0,0,0,4,0,1,0,14,22,0.032,0.012,0.874,0.057,158,68,0,normal
1.63,1644,1702,0,0,0,4,0,1,0,24,19,0.039,0.014,0.852,0.09,241,241,0,normal
0.59,1111,1276,0,0,0,1,0,1,0,26,45,0.006,0.011,0.807,0.003,209,227,0,normal
7.99,612,1021,0,0,0,3,0,1,0,34,21,0.035,0.033,0.821,0.1,131,88,0,normal
33.57,1100,8113,0,0,0,11,0,1,15,5,6,0.038,0.057,0.968,0.133,7,16,1,r2l_exfiltration
8.93,1121,1030,0,0,0,0,0,1,0,17,37,0.018,0.024,0.864,0.012,153,200,0,normal
6.89,1773,1512,0,0,0,3,0,1,0,8,3,0.043,0.026,0.887,0.024,169,94,0,normal
10.22,1467,1242,0,0,0,3,0,1,0,7,5,0.006,0.042,0.958,0.056,198,76,0,normal
2.34,1408,806,0,0,0,0,0,1,0,43,12,0.002,0.004,0.929,0.005,137,105,0,normal
1.3,2168,816,0,0,0,1,0,1,0,12,44,0.03,0.023,0.99,0.0,150,118,0,normal
13.24,2476,1066,0,0,0,1,0,1,0,42,31,0.041,0.042,0.877,0.097,146,170,0,normal
21.57,1497,633,0,0,0,4,0,1,0,45,38,0.007,0.032,0.813,0.014,125,247,0,normal
1.31,614,437,0,0,0,0,13,0,4,51,4,0.137,0.975,0.756,0.096,33,15,1,brute_force
0.3,569,582,0,0,0,4,15,0,1,73,9,0.102,0.947,0.85,0.096,22,6,1,brute_force
8.43,1839,1106,0,0,0,2,0,1,0,43,28,0.013,0.006,0.96,0.057,238,196,0,normal
1.31,1734,761,0,0,0,4,0,1,0,37,32,0.012,0.036,0.968,0.08,111,101,0,normal
13.1,1454,1222,0,0,0,2,0,1,0,46,11,0.024,0.036,0.969,0.002,218,172,0,normal
2.7,1770,990,0,0,0,1,0,1,0,13,44,0.031,0.002,0.971,0.004,226,155,0,normal
2.78,1231,1769,0,0,0,4,0,1,0,17,13,0.001,0.018,0.953,0.043,154,139,0,normal
4.95,1174,1185,0,0,0,0,0,1,0,30,6,0.016,0.009,0.921,0.082,130,52,0,normal
5.64,943,795,0,0,0,3,0,1,0,43,25,0.024,0.034,0.931,0.082,149,70,0,normal
4.12,973,733,0,0,0,3,0,1,0,41,41,0.03,0.024,0.833,0.017,182,213,0,normal
4.84,1327,829,0,0,0,2,0,1,0,39,29,0.001,0.037,0.986,0.008,179,88,0,normal
2.04,1454,2076,0,0,0,2,0,1,0,43,19,0.022,0.024,0.88,0.056,238,144,0,normal
0.26,1671,1618,0,0,0,1,0,1,0,27,16,0.041,0.016,0.938,0.041,117,215,0,normal
2.96,1964,1258,0,0,0,1,0,1,0,36,16,0.04,0.003,0.932,0.068,216,68,0,normal
5.23,1465,478,0,0,0,4,0,1,0,29,38,0.008,0.003,0.963,0.072,109,200,0,normal
2.26,782,1252,0,0,0,3,0,1,0,27,40,0.031,0.014,0.83,0.005,131,206,0,normal
5.59,2026,666,0,0,0,0,0,1,0,36,28,0.031,0.028,0.802,0.031,196,180,0,normal
3.16,2173,848,0,0,0,2,0,1,0,4,41,0.006,0.013,0.931,0.006,158,202,0,normal
0.06,161,61,0,0,0,1,0,0,0,411,8,0.259,0.931,0.15,0.898,53,11,1,probe
4.8,2179,1219,0,0,0,0,0,1,0,23,40,0.034,0.039,0.983,0.053,191,56,0,normal
0.64,2067,166,0,0,0,1,0,1,0,29,31,0.026,0.038,0.977,0.068,206,242,0,normal
17.51,1246,1338,0,0,0,2,0,1,0,31,14,0.039,0.032,0.92,0.088,189,64,0,normal
11.08,1449,1234,0,0,0,3,0,1,0,17,48,0.028,0.012,0.816,0.033,116,178,0,normal
3.22,1587,1272,0,0,0,2,0,1,0,18,40,0.042,0.004,0.92,0.081,120,135,0,normal
3.44,929,508,0,0,0,0,0,1,0,35,10,0.05,0.038,0.921,0.041,242,197,0,normal
1.51,831,520,0,0,0,3,6,0,4,40,5,0.089,0.984,0.919,0.017,3,11,1,brute_force
0.04,677,327,0,0,0,6,5,0,4,81,5,0.186,0.958,0.995,0.206,39,14,1,brute_force
6.53,2136,782,0,0,0,3,0,1,0,35,29,0.027,0.023,0.97,0.014,224,150,0,normal
3.91,1043,1725,0,0,0,2,0,1,0,20,12,0.025,0.001,0.849,0.063,135,239,0,normal
6.47,1323,1575,0,0,0,0,0,1,0,16,10,0.023,0.014,0.954,0.017,111,110,0,normal
1.11,1463,1889,0,0,0,1,0,1,0,15,32,0.05,0.001,0.92,0.093,192,109,0,normal
1.53,1393,1482,0,0,0,3,0,1,0,39,35,0.006,0.035,0.814,0.023,251,251,0,normal
3.4,2106,1344,0,0,0,0,0,1,0,2,5,0.022,0.023,0.968,0.001,222,110,0,normal
31.52,515,11997,0,0,0,25,0,1,15,10,13,0.071,0.1,0.868,0.122,20,1,1,r2l_exfiltration
4.08,1490,1079,0,0,0,1,0,1,0,5,27,0.034,0.011,0.999,0.065,161,205,0,normal
2.24,1534,1023,0,0,0,2,0,1,0,4,39,0.016,0.037,0.852,0.095,215,91,0,normal
1.76,1088,1151,0,0,0,2,0,1,0,28,35,0.012,0.006,0.951,0.046,235,242,0,normal
7.61,1618,1526,0,0,0,3,0,1,0,44,40,0.006,0.015,0.922,0.035,159,123,0,normal
41.14,1291,11592,0,0,0,18,0,1,15,27,10,0.053,0.006,0.839,0.058,21,9,1,r2l_exfiltration
0.69,1686,1169,0,0,0,0,0,1,0,23,7,0.038,0.026,0.995,0.095,180,123,0,normal
59.36,968,9247,0,0,0,6,0,1,3,21,3,0.029,0.086,0.708,0.009,23,7,1,r2l_exfiltration
1.59,667,1343,0,0,0,2,0,1,0,8,17,0.048,0.038,0.822,0.013,248,201,0,normal
11.83,1172,1435,0,0,0,4,0,1,0,42,23,0.049,0.04,0.849,0.085,166,112,0,normal
6.69,2416,1371,0,0,0,0,1,1,0,22,36,0.026,0.034,0.802,0.069,203,216,0,normal
1.74,991,942,0,0,0,4,0,1,0,22,29,0.013,0.009,0.842,0.041,170,152,0,normal
0.26,1344,1157,0,0,0,0,0,1,0,13,39,0.0,0.025,0.98,0.061,104,223,0,normal
0.2,717,904,0,0,0,2,0,1,0,17,15,0.025,0.045,0.97,0.021,167,141,0,normal
0.89,1624,1431,0,0,0,3,0,1,0,17,11,0.008,0.028,0.894,0.035,170,70,0,normal
0.2,7129,0,0,1,0,0,0,0,0,447,336,0.866,0.071,0.932,0.024,7,9,1,dos
0.03,186,104,0,0,0,1,0,0,0,313,6,0.247,0.644,0.125,0.833,76,9,1,probe
11.41,937,1130,0,0,0,4,0,1,0,39,3,0.013,0.025,0.899,0.042,198,179,0,normal
5.0,1628,975,0,0,0,4,0,1,0,10,21,0.033,0.046,0.983,0.009,134,101,0,normal
0.96,9490,0,0,1,0,1,0,0,0,352,239,0.958,0.017,0.947,0.013,7,5,1,dos
13.44,1576,1194,0,0,0,2,0,1,0,42,17,0.04,0.035,0.999,0.007,174,180,0,normal
11.57,1485,1202,0,0,0,4,0,1,0,27,42,0.041,0.003,0.807,0.048,121,128,0,normal
2.53,1572,787,0,0,0,2,0,1,0,23,22,0.026,0.031,0.897,0.011,120,167,0,normal
6.67,1807,1457,0,0,0,2,0,1,0,22,24,0.04,0.047,0.98,0.035,131,186,0,normal
2.58,646,1316,0,0,0,4,0,1,0,3,3,0.035,0.04,0.97,0.081,196,83,0,normal
0.44,1231,1388,0,0,0,0,0,1,0,1,4,0.028,0.046,0.93,0.099,213,121,0,normal
17.35,1786,1534,0,0,0,1,0,1,0,4,18,0.005,0.006,0.957,0.033,178,70,0,normal
0.07,226,71,0,0,0,0,0,0,0,292,11,0.068,0.64,0.097,0.85,85,19,1,probe
0.21,7348,0,0,0,0,1,0,0,0,236,353,0.93,0.087,0.968,0.034,6,2,1,dos
5.85,1300,1358,0,0,0,2,0,1,0,30,3,0.044,0.042,0.9,0.015,229,144,0,normal
3.89,1277,1255,0,0,0,0,0,1,0,43,2,0.012,0.009,0.835,0.078,133,128,0,normal
11.38,1845,1532,0,0,0,4,0,1,0,18,35,0.039,0.011,0.871,0.044,173,108,0,normal
0.15,1165,1164,0,0,0,0,0,1,0,46,7,0.032,0.005,0.877,0.052,203,174,0,normal
35.62,1107,10583,0,0,0,7,0,1,10,21,2,0.043,0.053,0.516,0.018,28,7,1,r2l_exfiltration
11.83,2131,333,0,0,0,4,0,1,0,43,47,0.029,0.039,0.849,0.08,216,212,0,normal
3.7,1284,1787,0,1,0,1,0,1,0,31,41,0.041,0.047,0.811,0.012,172,154,0,normal
7.26,2169,1143,0,0,0,2,0,1,0,39,39,0.026,0.006,0.943,0.022,235,52,0,normal
2.83,414,1082,0,0,0,1,0,1,0,9,27,0.001,0.037,0.902,0.06,144,99,0,normal
5.56,1820,1006,0,0,0,2,0,1,0,37,12,0.028,0.007,0.87,0.042,141,208,0,normal
7.57,787,931,0,0,0,0,0,1,0,14,39,0.041,0.018,0.87,0.057,134,192,0,normal
0.15,1344,1633,0,0,0,3,0,1,0,13,5,0.019,0.041,0.853,0.081,164,132,0,normal
74.61,1006,15963,0,0,0,22,0,1,1,23,2,0.016,0.056,0.766,0.194,27,9,1,r2l_exfiltration
9.52,1230,1568,0,0,0,1,0,1,0,22,47,0.017,0.031,0.802,0.054,217,88,0,normal
0.94,1701,1205,0,0,0,2,0,1,0,11,5,0.02,0.007,0.817,0.024,227,193,0,normal
3.5,1700,919,0,0,0,3,0,1,0,44,4,0.021,0.025,0.991,0.015,211,50,0,normal
0.35,1510,1316,0,0,0,1,0,1,0,19,40,0.013,0.026,0.87,0.063,228,160,0,normal
2.64,1826,1682,0,0,0,0,0,1,0,1,33,0.046,0.029,1.0,0.033,157,237,0,normal
0.48,2349,1616,0,0,0,4,0,1,0,29,28,0.007,0.038,0.822,0.092,167,187,0,normal
0.64,1591,528,0,0,0,3,1,1,0,36,31,0.013,0.008,0.886,0.009,163,163,0,normal
4.52,2222,904,0,0,0,1,0,1,0,19,14,0.03,0.003,0.847,0.056,132,174,0,normal
11.14,935,1259,0,0,0,4,0,1,0,23,4,0.023,0.037,0.964,0.051,208,183,0,normal
0.95,1972,1266,0,0,0,0,0,1,0,44,4,0.041,0.013,0.803,0.001,225,106,0,normal
0.99,1380,1652,0,0,0,3,0,1,0,22,13,0.026,0.022,0.804,0.098,102,158,0,normal
1.11,1187,1215,0,0,0,1,0,1,0,7,46,0.008,0.045,0.915,0.011,191,88,0,normal
0.62,1132,1486,0,0,0,3,0,1,0,15,6,0.025,0.048,0.852,0.001,166,209,0,normal
5.52,1216,1043,0,0,0,2,0,1,0,46,16,0.015,0.038,0.964,0.079,122,155,0,normal
0.04,199,97,0,0,0,2,0,0,0,476,4,0.18,0.473,0.158,0.988,66,21,1,probe
0.08,1380,1282,0,0,0,1,0,1,0,30,6,0.029,0.049,0.958,0.092,234,202,0,normal
0.53,1607,1233,0,0,0,0,0,1,0,49,8,0.01,0.004,0.898,0.065,207,121,0,normal
0.57,1312,786,0,0,0,0,0,1,0,27,18,0.016,0.021,0.874,0.022,152,102,0,normal
4.17,2192,1763,0,0,0,4,0,1,0,41,18,0.009,0.032,0.908,0.051,184,235,0,normal
11.66,1220,1158,0,0,0,2,0,1,0,1,20,0.033,0.027,0.895,0.035,245,77,0,normal
0.49,6653,0,0,1,0,1,0,0,0,258,265,0.804,0.016,0.925,0.04,7,7,1,dos
1.33,1234,1074,0,0,0,1,0,1,0,12,21,0.046,0.0,0.868,0.013,208,164,0,normal
0.93,2296,1120,0,0,0,0,0,1,0,36,28,0.021,0.029,0.99,0.023,236,71,0,normal
8.83,1213,1421,0,0,0,1,0,1,0,8,34,0.011,0.03,0.908,0.091,101,180,0,normal
0.1,207,157,0,0,0,0,0,0,0,382,9,0.246,0.764,0.119,0.764,149,26,1,probe
1.76,2566,1322,0,0,0,1,0,1,0,7,23,0.013,0.011,0.868,0.037,228,221,0,normal
0.04,228,157,0,0,0,2,0,0,0,157,5,0.103,0.43,0.065,0.702,40,6,1,probe
11.18,1786,1066,0,0,0,4,0,1,0,42,26,0.011,0.015,0.947,0.076,254,178,0,normal
1.16,1323,1139,0,0,0,2,0,1,0,20,40,0.041,0.041,0.87,0.022,192,64,0,normal
1.24,1614,1188,0,0,0,1,0,1,0,23,39,0.017,0.032,0.994,0.027,177,56,0,normal
15.12,1882,1695,0,0,0,4,1,1,0,45,26,0.021,0.042,0.914,0.061,151,243,0,normal
6.55,562,494,0,0,0,7,14,0,3,36,4,0.083,0.562,0.961,0.219,29,4,1,brute_force
5.95,1075,1646,0,0,0,0,0,1,0,44,27,0.047,0.018,0.831,0.089,105,125,0,normal
7.37,1694,1281,0,0,0,2,0,1,0,44,20,0.028,0.031,0.979,0.094,234,153,0,normal
1.58,1859,700,0,0,0,3,0,1,0,19,35,0.024,0.004,0.982,0.024,199,196,0,normal
4.67,1183,1272,0,0,0,1,0,1,0,49,48,0.032,0.017,0.816,0.076,181,173,0,normal
1.76,1152,439,0,0,0,4,3,0,2,36,7,0.197,0.882,0.524,0.128,12,2,1,brute_force
6.71,1338,933,0,0,0,3,0,1,0,3,1,0.007,0.031,0.927,0.004,120,234,0,normal
21.67,1999,1182,0,0,0,3,0,1,0,5,44,0.024,0.02,0.991,0.048,155,100,0,normal
0.34,1778,940,0,0,0,4,0,1,0,12,29,0.039,0.013,0.917,0.08,189,120,0,normal
2.12,1465,1538,0,0,0,2,0,1,0,35,23,0.049,0.041,0.94,0.088,187,131,0,normal
5.47,1393,459,0,0,0,0,0,1,0,8,34,0.017,0.041,0.982,0.084,187,114,0,normal
0.18,2070,1370,0,0,0,3,0,1,0,18,22,0.03,0.004,0.8,0.078,200,179,0,normal
8.43,2016,733,0,0,0,4,0,1,0,32,14,0.017,0.032,0.953,0.018,244,201,0,normal
6.43,1259,1467,0,0,0,0,0,1,0,26,24,0.048,0.019,0.847,0.056,167,241,0,normal
22.0,1255,484,0,0,0,4,0,1,0,18,39,0.03,0.049,0.863,0.008,252,216,0,normal
1.07,8503,0,1,2,1,1,0,0,0,321,385,0.839,0.074,0.974,0.022,7,8,1,dos
2.56,1865,870,0,0,0,1,0,1,0,14,35,0.001,0.007,0.876,0.031,234,194,0,normal
3.58,938,1313,0,0,0,1,0,1,0,43,41,0.016,0.003,0.831,0.091,124,132,0,normal
6.94,1060,590,0,0,0,1,0,1,0,10,11,0.046,0.025,0.894,0.047,120,182,0,normal
3.52,1531,1092,0,0,0,0,0,1,0,21,22,0.042,0.0,0.97,0.048,172,125,0,normal
6.6,1792,1371,0,0,0,1,0,1,0,7,19,0.016,0.007,0.84,0.098,131,121,0,normal
9.13,2016,1596,0,0,0,4,0,1,0,8,46,0.038,0.012,0.94,0.014,104,169,0,normal
0.98,1625,1364,0,0,0,0,0,1,0,20,12,0.029,0.011,0.883,0.001,152,205,0,normal
1.16,1881,1243,0,0,0,3,0,1,0,23,3,0.049,0.008,0.978,0.014,180,235,0,normal
3.88,1579,1449,0,0,0,1,0,1,0,6,3,0.0,0.041,0.939,0.043,158,143,0,normal
10.45,1405,2100,0,0,0,2,0,1,0,37,4,0.032,0.02,0.96,0.025,121,248,0,normal
12.04,1226,1575,0,0,0,2,0,1,0,23,42,0.042,0.04,0.958,0.084,252,94,0,normal
4.32,1472,1407,0,0,0,3,0,1,0,34,43,0.01,0.018,0.905,0.042,110,201,0,normal
1.92,1589,1611,0,0,0,4,0,1,0,46,28,0.006,0.012,0.981,0.067,136,184,0,normal
0.21,7274,0,0,1,0,1,0,0,0,316,440,0.844,0.002,1.0,0.027,5,5,1,dos
0.4,1348,1227,0,0,0,4,0,1,0,13,4,0.021,0.028,0.866,0.028,125,108,0,normal
68.53,345,9874,0,0,0,8,0,1,5,18,13,0.048,0.067,0.516,0.099,16,2,1,r2l_exfiltration
4.42,1395,1312,0,0,0,4,0,1,0,3,26,0.002,0.016,0.842,0.059,220,177,0,normal
6.34,1989,1196,0,0,0,3,0,1,0,3,18,0.032,0.011,0.818,0.058,112,139,0,normal
0.77,2056,823,0,0,0,0,0,1,0,21,45,0.025,0.049,0.869,0.046,127,56,0,normal
24.99,1845,1617,0,0,0,3,0,1,0,40,39,0.004,0.009,0.874,0.069,250,174,0,normal
5.9,2016,1483,0,0,0,2,0,1,0,8,39,0.02,0.029,0.826,0.093,218,124,0,normal
2.3,1286,1078,0,0,0,1,0,1,0,29,22,0.024,0.002,0.972,0.073,108,223,0,normal
3.07,1397,1548,0,0,0,2,0,1,0,20,16,0.044,0.008,0.894,0.097,131,90,0,normal
26.61,917,13623,0,0,0,13,1,1,19,18,4,0.096,0.01,0.868,0.049,25,2,1,r2l_exfiltration
0.21,2316,2011,0,0,0,2,0,1,0,47,15,0.045,0.041,0.988,0.065,229,240,0,normal
0.75,1718,1877,0,0,0,3,0,1,0,1,33,0.019,0.034,0.991,0.09,253,125,0,normal
52.02,964,8629,0,0,0,22,0,1,16,27,6,0.083,0.043,0.902,0.136,14,9,1,r2l_exfiltration
2.99,1271,1561,0,0,0,3,1,1,0,42,48,0.018,0.05,0.939,0.036,124,251,0,normal
1.0,1421,1339,0,0,0,1,1,1,0,4,42,0.006,0.002,0.876,0.056,168,237,0,normal
0.03,241,126,0,0,0,0,0,0,0,225,8,0.256,0.46,0.117,0.872,47,12,1,probe
3.52,1005,1195,0,0,0,1,0,1,0,18,9,0.003,0.022,0.926,0.058,172,67,0,normal
2.21,1280,1238,0,0,0,0,0,1,0,33,40,0.009,0.017,0.854,0.059,182,236,0,normal
14.57,1068,876,0,0,0,2,0,1,0,43,30,0.007,0.018,0.969,0.094,116,105,0,normal
1.28,1390,1181,0,0,0,0,0,1,0,1,33,0.026,0.029,0.977,0.006,246,238,0,normal
10.56,1194,1395,0,0,0,0,0,1,0,25,23,0.022,0.044,0.927,0.069,198,146,0,normal
0.03,1982,955,0,0,0,4,0,1,0,35,9,0.041,0.047,0.816,0.063,181,150,0,normal
2.44,963,1305,0,0,0,3,0,1,0,14,38,0.017,0.026,0.911,0.096,244,94,0,normal
2.02,961,1360,0,0,0,4,0,1,0,4,15,0.002,0.012,0.83,0.007,174,206,0,normal
0.59,1199,1299,0,0,0,2,0,1,0,47,10,0.007,0.022,0.85,0.024,175,56,0,normal
9.94,1573,873,0,0,0,3,0,1,0,6,10,0.03,0.029,0.943,0.038,234,165,0,normal
6.14,738,985,0,0,0,1,0,1,0,19,29,0.023,0.041,0.827,0.062,117,125,0,normal
0.53,2049,1070,0,0,0,3,0,1,0,35,3,0.043,0.05,0.893,0.042,229,77,0,normal
5.42,1813,717,0,0,0,1,0,1,0,15,36,0.032,0.028,0.912,0.045,153,238,0,normal
0.46,1763,1229,0,0,0,4,0,1,0,21,43,0.035,0.017,0.801,0.053,114,140,0,normal
5.06,1553,1143,0,0,0,4,0,1,0,12,35,0.035,0.029,0.948,0.048,125,164,0,normal
2.47,607,348,0,0,0,1,13,0,2,74,1,0.006,0.662,0.613,0.029,42,19,1,brute_force
4.2,1208,1338,0,0,0,4,0,1,0,18,36,0.018,0.026,0.887,0.071,101,159,0,normal
4.12,1619,942,0,0,0,2,0,1,0,31,14,0.043,0.002,0.835,0.035,204,80,0,normal
0.32,1468,1222,0,0,0,2,0,1,0,7,1,0.012,0.028,0.834,0.021,137,226,0,normal
0.16,1612,712,0,0,0,4,0,1,0,46,2,0.014,0.016,0.967,0.079,222,191,0,normal
0.02,102,102,0,0,0,0,0,0,0,391,12,0.154,0.682,0.157,0.876,215,17,1,probe
1.43,1379,1263,0,0,0,0,0,1,0,18,14,0.026,0.023,0.957,0.012,125,210,0,normal
3.38,508,370,0,0,0,6,12,0,1,71,4,0.032,0.513,0.544,0.011,9,18,1,brute_force
4.19,1302,585,0,0,0,3,0,1,0,35,14,0.026,0.034,0.856,0.064,224,79,0,normal
3.19,1933,1233,0,0,0,1,0,1,0,21,17,0.037,0.014,0.89,0.083,206,202,0,normal
0.22,1534,1306,0,0,0,3,0,1,0,44,5,0.013,0.022,0.918,0.059,126,78,0,normal
0.13,901,1069,0,1,0,0,0,1,0,17,47,0.027,0.038,0.909,0.066,115,134,0,normal
0.67,1341,1759,0,0,0,1,0,1,0,48,1,0.037,0.034,0.801,0.013,188,71,0,normal
0.33,1604,1177,0,0,0,0,1,1,0,1,2,0.036,0.011,0.822,0.097,136,154,0,normal
1.39,2625,952,0,0,0,2,0,1,0,27,7,0.043,0.006,0.869,0.016,240,102,0,normal
4.81,1164,930,0,0,0,0,0,1,0,30,32,0.032,0.018,0.87,0.022,198,159,0,normal
3.31,768,1327,0,0,0,3,0,1,0,13,34,0.02,0.044,0.901,0.074,143,252,0,normal
3.47,1395,826,0,0,0,1,0,1,0,20,9,0.02,0.032,0.912,0.029,217,238,0,normal
11.01,1558,1018,0,0,0,1,0,1,0,40,37,0.027,0.042,0.81,0.095,113,188,0,normal
1.56,1008,850,0,0,0,4,0,1,0,4,42,0.045,0.003,0.902,0.002,113,209,0,normal
0.1,978,416,0,0,0,0,3,0,3,56,2,0.174,0.947,0.732,0.221,34,15,1,brute_force
32.68,1489,8343,0,0,0,14,0,1,8,16,12,0.056,0.059,0.536,0.017,4,11,1,r2l_exfiltration
1.42,438,265,0,0,0,0,18,0,1,61,2,0.182,0.642,0.862,0.266,28,6,1,brute_force
9.71,1195,1444,0,0,0,3,0,1,0,46,3,0.039,0.048,0.808,0.037,136,79,0,normal
6.24,1405,843,0,0,0,4,0,1,0,13,4,0.005,0.005,0.968,0.05,100,202,0,normal
1.2,1457,767,0,0,0,0,0,1,0,40,36,0.047,0.018,0.875,0.048,165,169,0,normal
2.95,1990,1309,0,0,0,4,0,1,0,26,9,0.007,0.02,0.912,0.087,250,191,0,normal
2.3,2435,1397,0,0,0,0,0,1,0,16,40,0.006,0.003,0.968,0.086,248,105,0,normal
0.06,1244,1010,0,0,0,3,0,1,0,31,5,0.045,0.033,0.985,0.058,145,163,0,normal
6.15,1819,1660,0,0,0,1,0,1,0,39,8,0.008,0.016,0.858,0.001,132,148,0,normal
16.04,991,1146,0,0,0,1,0,1,0,43,39,0.041,0.037,0.904,0.098,109,93,0,normal
4.27,762,1649,0,0,0,3,0,1,0,6,12,0.017,0.035,0.845,0.092,141,199,0,normal
9.46,1114,1413,0,0,0,0,0,1,0,40,41,0.013,0.002,0.987,0.015,178,90,0,normal
0.06,7876,0,0,0,0,0,0,0,0,387,384,0.971,0.011,0.966,0.011,7,1,1,dos
2.72,1326,1371,0,0,0,1,0,1,0,27,21,0.012,0.041,0.945,0.038,252,81,0,normal
2.79,1555,1165,0,0,0,4,0,1,0,32,26,0.012,0.043,0.862,0.005,116,185,0,normal
1.13,1396,1467,0,0,0,0,0,1,0,22,20,0.031,0.013,0.826,0.008,245,158,0,normal
18.21,1577,954,0,0,0,0,0,1,0,30,17,0.039,0.016,0.997,0.001,149,237,0,normal
0.07,647,535,0,0,0,3,4,0,3,95,8,0.129,0.829,0.816,0.115,29,17,1,brute_force
12.0,1670,1222,0,0,0,3,0,1,0,4,45,0.007,0.018,0.997,0.08,202,254,0,normal
7.96,874,1624,0,0,0,0,0,1,0,21,46,0.005,0.005,0.895,0.085,183,106,0,normal
3.98,1660,749,0,0,0,1,0,1,0,31,22,0.033,0.006,0.917,0.017,238,51,0,normal
2.54,1340,911,0,0,0,2,0,1,0,34,10,0.037,0.03,0.99,0.0,137,172,0,normal
0.37,2184,1276,0,0,0,4,0,1,0,7,17,0.03,0.045,0.882,0.097,161,145,0,normal
5.5,1578,627,0,0,0,1,0,1,0,12,11,0.027,0.021,0.925,0.006,148,100,0,normal
4.55,2042,1486,0,0,0,2,0,1,0,22,6,0.025,0.046,0.803,0.036,218,246,0,normal
15.07,1247,1093,0,0,0,3,0,1,0,22,33,0.032,0.004,0.931,0.095,119,144,0,normal
13.06,1451,614,0,0,0,3,0,1,0,39,22,0.038,0.004,0.977,0.021,248,150,0,normal
5.82,1555,1277,0,0,0,3,0,1,0,20,29,0.002,0.049,0.877,0.085,197,104,0,normal
4.81,1133,970,0,0,0,3,0,1,0,34,15,0.017,0.016,0.865,0.051,212,129,0,normal
11.79,1030,923,0,0,0,2,0,1,0,40,33,0.025,0.044,0.861,0.012,229,109,0,normal
3.81,1506,1068,0,0,0,4,0,1,0,27,26,0.009,0.005,0.827,0.046,193,249,0,normal
8.14,2084,1136,0,0,0,1,0,1,0,45,6,0.025,0.049,0.945,0.072,243,58,0,normal
2.08,961,1696,0,0,0,0,0,1,0,33,22,0.041,0.014,0.959,0.08,145,97,0,normal
11.43,1316,1060,0,0,0,0,0,1,0,26,47,0.02,0.036,0.935,0.073,214,69,0,normal
1.95,1635,857,0,0,0,0,0,1,0,15,38,0.041,0.022,0.908,0.01,133,153,0,normal
0.05,154,116,0,0,0,1,0,0,0,320,3,0.186,0.846,0.005,0.833,206,26,1,probe
6.1,1563,1130,0,0,0,1,0,1,0,24,5,0.022,0.015,0.879,0.01,143,238,0,normal
3.67,1229,1254,0,0,0,2,0,1,0,38,40,0.038,0.043,0.94,0.016,105,165,0,normal
12.17,1639,978,0,0,0,4,0,1,0,29,48,0.014,0.039,0.808,0.091,142,147,0,normal
2.22,1180,782,0,0,0,1,0,1,0,31,47,0.029,0.027,0.918,0.017,181,85,0,normal
2.67,1880,1385,0,0,0,4,0,1,0,30,31,0.039,0.017,0.828,0.008,143,110,0,normal
1.59,1463,1434,0,0,0,3,0,1,0,18,1,0.032,0.0,0.907,0.058,173,142,0,normal
5.38,1232,1310,0,0,0,1,0,1,0,12,35,0.043,0.012,0.828,0.091,156,168,0,normal
6.41,2038,1756,0,0,0,2,0,1,0,8,12,0.025,0.007,0.826,0.085,212,146,0,normal
1.59,1674,1627,0,0,0,1,0,1,0,24,20,0.048,0.034,0.972,0.073,208,94,0,normal
12.46,1896,1524,0,0,0,4,0,1,0,18,16,0.037,0.046,0.955,0.025,156,92,0,normal
1.58,1788,591,0,0,0,2,0,1,0,10,44,0.043,0.025,0.815,0.075,134,99,0,normal
5.95,1616,1492,0,0,0,1,0,1,0,11,9,0.016,0.015,0.896,0.064,187,99,0,normal
4.65,1798,1686,0,0,0,0,0,1,0,6,38,0.035,0.003,0.809,0.091,103,119,0,normal
3.4,1923,1538,0,0,0,3,0,1,0,44,24,0.018,0.003,0.875,0.039,104,181,0,normal
17.42,1364,815,0,0,0,0,0,1,0,21,15,0.045,0.005,0.997,0.019,127,231,0,normal
0.0,104,101,0,0,0,1,0,0,0,191,10,0.281,0.533,0.01,0.86,101,19,1,probe
0.13,6167,0,0,0,0,1,0,0,0,207,238,0.832,0.094,0.904,0.048,6,3,1,dos
1.62,1912,1715,0,0,0,1,0,1,0,11,8,0.003,0.006,0.983,0.007,217,87,0,normal
